ID=#000 ask | Word=ask | Type=Cluster Reduction | Expected=æ,s,k -> Child=æ,k | Detail=/s/ deleted (-> Ø) in cluster | ExpectedPos=Final | Detected=Cluster Reduction | Positions=['Final'] | Details=['/s/ deleted (-> Ø) in cluster'] | WhatWentWrong=None | ExpectedDetail=/s/ deleted (-> Ø) in cluster | Logic=detection/detectors/deletion.py:17 (detect_cluster_reduction) | Status=Flagged Error
ID=#374 mellow | Word=mellow | Type=Gliding | Expected=m,ɛ,l,oʊ -> Child=m,ɛ,j,oʊ | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#375 melon | Word=melon | Type=Gliding | Expected=m,ɛ,l,ə,n -> Child=m,ɛ,j,ə,n | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#376 mill | Word=mill | Type=Gliding | Expected=m,ɪ,l -> Child=m,ɪ,w | Detail=/l/ -> [w] | ExpectedPos=Final | Detected=Gliding | Positions=['Final'] | Details=['/l/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#377 pillow | Word=pillow | Type=Gliding | Expected=p,ɪ,l,oʊ -> Child=p,ɪ,j,oʊ | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#378 polar | Word=polar | Type=Gliding | Expected=p,oʊ,l,ə,r -> Child=p,oʊ,j,ə,r | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#379 rabbit | Word=rabbit | Type=Gliding | Expected=r,æ,b,ɪ,t -> Child=w,æ,b,ɪ,t | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#380 rain | Word=rain | Type=Gliding | Expected=r,eɪ,n -> Child=w,eɪ,n | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#381 rally | Word=rally | Type=Gliding | Expected=r,æ,l,i -> Child=w,æ,l,i | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#382 read | Word=read | Type=Gliding | Expected=r,i,d -> Child=w,i,d | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#383 red | Word=red | Type=Gliding | Expected=r,ɛ,d -> Child=w,ɛ,d | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#384 reed | Word=reed | Type=Gliding | Expected=r,i,d -> Child=w,i,d | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#385 ripe | Word=ripe | Type=Gliding | Expected=r,aɪ,p -> Child=w,aɪ,p | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#386 road | Word=road | Type=Gliding | Expected=r,oʊ,d -> Child=w,oʊ,d | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#387 roast | Word=roast | Type=Gliding | Expected=r,oʊ,s,t -> Child=w,oʊ,s,t | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#388 rock | Word=rock | Type=Gliding | Expected=r,ɑ,k -> Child=w,ɑ,k | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#389 root | Word=root | Type=Gliding | Expected=r,u,t -> Child=w,u,t | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#390 rug | Word=rug | Type=Gliding | Expected=r,ʌ,ɡ -> Child=w,ʌ,ɡ | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#391 rumor | Word=rumor | Type=Gliding | Expected=r,u,m,ə,r -> Child=w,u,m,ə,r | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#392 run | Word=run | Type=Gliding | Expected=r,ʌ,n -> Child=w,ʌ,n | Detail=/r/ -> [w] | ExpectedPos=Initial | Detected=Gliding | Positions=['Initial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#393 sailor | Word=sailor | Type=Gliding | Expected=s,eɪ,l,ə,r -> Child=s,eɪ,j,ə,r | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#394 sell | Word=sell | Type=Gliding | Expected=s,ɛ,l -> Child=s,ɛ,w | Detail=/l/ -> [w] | ExpectedPos=Final | Detected=Gliding | Positions=['Final'] | Details=['/l/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#395 silo | Word=silo | Type=Gliding | Expected=s,aɪ,l,oʊ -> Child=s,aɪ,j,oʊ | Detail=/l/ -> [j] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#396 sorry | Word=sorry | Type=Gliding | Expected=s,ɑ,r,i -> Child=s,ɑ,w,i | Detail=/r/ -> [w] | ExpectedPos=Medial | Detected=Gliding | Positions=['Medial'] | Details=['/r/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/r/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#397 tell | Word=tell | Type=Gliding | Expected=t,ɛ,l -> Child=t,ɛ,j | Detail=/l/ -> [j] | ExpectedPos=Final | Detected=Gliding | Positions=['Final'] | Details=['/l/ -> [j]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [j] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#398 wall | Word=wall | Type=Gliding | Expected=w,ɔ,l -> Child=w,ɔ,w | Detail=/l/ -> [w] | ExpectedPos=Final | Detected=Gliding | Positions=['Final'] | Details=['/l/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#399 well | Word=well | Type=Gliding | Expected=w,ɛ,l -> Child=w,ɛ,w | Detail=/l/ -> [w] | ExpectedPos=Final | Detected=Gliding | Positions=['Final'] | Details=['/l/ -> [w]'] | WhatWentWrong=Gliding filtered at Age 4 bracket (_AGE_PROCESS_MAP) | ExpectedDetail=/l/ -> [w] | Logic=detection/detectors/substitution.py:172 (is_gliding) | Status=Flagged Error
ID=#400 angel | Word=angel | Type=Deaffrication | Expected=eɪ,n,dʒ,ə,l -> Child=eɪ,n,d,ə,l | Detail=/dʒ/ -> [d] | ExpectedPos=Medial | Detected=Deaffrication | Positions=['Medial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#401 badge | Word=badge | Type=Deaffrication | Expected=b,æ,dʒ -> Child=b,æ,d | Detail=/dʒ/ -> [d] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#402 batch | Word=batch | Type=Deaffrication | Expected=b,æ,tʃ -> Child=b,æ,t | Detail=/tʃ/ -> [t] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#403 bridge | Word=bridge | Type=Deaffrication | Expected=b,r,ɪ,dʒ -> Child=b,r,ɪ,d | Detail=/dʒ/ -> [d] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#404 cage | Word=cage | Type=Deaffrication | Expected=k,eɪ,dʒ -> Child=k,eɪ,ʒ | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#405 chain | Word=chain | Type=Deaffrication | Expected=tʃ,eɪ,n -> Child=t,eɪ,n | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#406 chair | Word=chair | Type=Deaffrication | Expected=tʃ,ɛ,r -> Child=t,ɛ,r | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#407 chalk | Word=chalk | Type=Deaffrication | Expected=tʃ,ɔ,k -> Child=t,ɔ,k | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#408 charge | Word=charge | Type=Deaffrication | Expected=tʃ,ɑ,r,dʒ -> Child=ʃ,ɑ,r,dʒ | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#409 chase | Word=chase | Type=Deaffrication | Expected=tʃ,eɪ,s -> Child=ʃ,eɪ,s | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#410 chat | Word=chat | Type=Deaffrication | Expected=tʃ,æ,t -> Child=t,æ,t | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#411 cheek | Word=cheek | Type=Deaffrication | Expected=tʃ,i,k -> Child=t,i,k | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#412 cheer | Word=cheer | Type=Deaffrication | Expected=tʃ,ɪ,r -> Child=ʃ,ɪ,r | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#413 cherries | Word=cherries | Type=Deaffrication | Expected=tʃ,ɛ,r,i,z -> Child=ʃ,ɛ,r,i,z | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#414 chest | Word=chest | Type=Deaffrication | Expected=tʃ,ɛ,s,t -> Child=t,ɛ,s,t | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#415 chew | Word=chew | Type=Deaffrication | Expected=tʃ,u -> Child=t,u | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#416 chick | Word=chick | Type=Deaffrication | Expected=tʃ,ɪ,k -> Child=t,ɪ,k | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#417 chin | Word=chin | Type=Deaffrication | Expected=tʃ,ɪ,n -> Child=t,ɪ,n | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#418 chore | Word=chore | Type=Deaffrication | Expected=tʃ,ɔ,r -> Child=t,ɔ,r | Detail=/tʃ/ -> [t] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#419 chunk | Word=chunk | Type=Deaffrication | Expected=tʃ,ʌ,ŋ,k -> Child=ʃ,ʌ,ŋ,k | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#420 dodger | Word=dodger | Type=Deaffrication | Expected=d,ɑ,dʒ,ə,r -> Child=d,ɑ,ʒ,ə,r | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Medial | Detected=Deaffrication | Positions=['Medial'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#421 edge | Word=edge | Type=Deaffrication | Expected=ɛ,dʒ -> Child=ɛ,d | Detail=/dʒ/ -> [d] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#422 etch | Word=etch | Type=Deaffrication | Expected=ɛ,tʃ -> Child=ɛ,t | Detail=/tʃ/ -> [t] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/tʃ/ -> [t]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [t] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#423 fridge | Word=fridge | Type=Deaffrication | Expected=f,r,ɪ,dʒ -> Child=f,r,ɪ,ʒ | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#424 gem | Word=gem | Type=Deaffrication | Expected=dʒ,ɛ,m -> Child=d,ɛ,m | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#425 gentle | Word=gentle | Type=Deaffrication | Expected=dʒ,ɛ,n,t,ə,l -> Child=d,ɛ,n,t,ə,l | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#426 germ | Word=germ | Type=Deaffrication | Expected=dʒ,ə,r,m -> Child=ʒ,ə,r,m | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#427 giant | Word=giant | Type=Deaffrication | Expected=dʒ,aɪ,ə,n,t -> Child=ʒ,aɪ,ə,n,t | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#428 gym | Word=gym | Type=Deaffrication | Expected=dʒ,ɪ,m -> Child=d,ɪ,m | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#429 hitch | Word=hitch | Type=Deaffrication | Expected=h,ɪ,tʃ -> Child=h,ɪ,ʃ | Detail=/tʃ/ -> [ʃ] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/tʃ/ -> [ʃ]'] | WhatWentWrong=None | ExpectedDetail=/tʃ/ -> [ʃ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#430 jack | Word=jack | Type=Deaffrication | Expected=dʒ,æ,k -> Child=d,æ,k | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#431 jam | Word=jam | Type=Deaffrication | Expected=dʒ,æ,m -> Child=d,æ,m | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#432 jaw | Word=jaw | Type=Deaffrication | Expected=dʒ,ɔ -> Child=ʒ,ɔ | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#433 jazz | Word=jazz | Type=Deaffrication | Expected=dʒ,æ,z -> Child=d,æ,z | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#434 jeans | Word=jeans | Type=Deaffrication | Expected=dʒ,i,n,z -> Child=d,i,n,z | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#435 jeep | Word=jeep | Type=Deaffrication | Expected=dʒ,i,p -> Child=d,i,p | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#436 jet | Word=jet | Type=Deaffrication | Expected=dʒ,ɛ,t -> Child=d,ɛ,t | Detail=/dʒ/ -> [d] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#437 jewel | Word=jewel | Type=Deaffrication | Expected=dʒ,u,ə,l -> Child=ʒ,u,ə,l | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Initial | Detected=Deaffrication | Positions=['Initial'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#438 judge | Word=judge | Type=Deaffrication | Expected=dʒ,ʌ,dʒ -> Child=dʒ,ʌ,d | Detail=/dʒ/ -> [d] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#439 large | Word=large | Type=Deaffrication | Expected=l,ɑ,r,dʒ -> Child=l,ɑ,r,ʒ | Detail=/dʒ/ -> [ʒ] | ExpectedPos=Final | Detected=Deaffrication | Positions=['Final'] | Details=['/dʒ/ -> [ʒ]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [ʒ] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
ID=#440 magic | Word=magic | Type=Deaffrication | Expected=m,æ,dʒ,ɪ,k -> Child=m,æ,d,ɪ,k | Detail=/dʒ/ -> [d] | ExpectedPos=Medial | Detected=Deaffrication | Positions=['Medial'] | Details=['/dʒ/ -> [d]'] | WhatWentWrong=None | ExpectedDetail=/dʒ/ -> [d] | Logic=detection/detectors/substitution.py:129 (is_deaffrication) | Status=Flagged Error
